s	algo1_time	algo2_time	algo3_time
822	0.000000	0.007224	0.000002
823	0.000000	0.007476	0.000002
824	0.000000	0.007268	0.000002
825	0.000000	0.007276	0.000002
826	0.000000	0.007272	0.000002
827	0.000000	0.007259	0.000002
828	0.000000	0.007435	0.000002
829	0.000000	0.007119	0.000002
830	0.000000	0.007194	0.000003
831	0.000000	0.007298	0.000002
832	0.000000	0.007267	0.000001
833	0.000000	0.007402	0.000002
834	0.000000	0.007335	0.000002
835	0.000000	0.012353	0.000003
836	0.000000	0.007220	0.000002
837	0.000000	0.007746	0.000002
838	0.000000	0.007246	0.000002
839	0.000000	0.007471	0.000002
840	0.000000	0.007259	0.000002
841	0.000000	0.007208	0.000002
842	0.000000	0.007260	0.000001
843	0.000000	0.007251	0.000002
844	0.000000	0.007322	0.000002
845	0.000000	0.007479	0.000002
846	0.000000	0.007277	0.000001
847	0.000000	0.007246	0.000002
848	0.000000	0.007365	0.000002
849	0.000000	0.007545	0.000002
850	0.000000	0.007714	0.000002
851	0.000000	0.007820	0.000002
852	0.000000	0.010037	0.000003
853	0.000000	0.008265	0.000002
854	0.000000	0.007757	0.000002
855	0.000000	0.007724	0.000002
856	0.000000	0.008857	0.000003
857	0.000000	0.008500	0.000004
858	0.000000	0.007880	0.000002
859	0.000000	0.007728	0.000002
860	0.000000	0.008039	0.000002
861	0.000000	0.007498	0.000002
862	0.000000	0.007494	0.000002
863	0.000000	0.008659	0.000002
864	0.000000	0.008028	0.000002
865	0.000000	0.007489	0.000002
866	0.000000	0.007515	0.000002
867	0.000000	0.007501	0.000002
868	0.000000	0.007577	0.000002
869	0.000000	0.007541	0.000002
870	0.000000	0.011327	0.000003
871	0.000000	0.012599	0.000003
872	0.000000	0.007523	0.000002
873	0.000000	0.008253	0.000004
874	0.000000	0.009797	0.000003
875	0.000000	0.007437	0.000002
876	0.000000	0.007756	0.000002
877	0.000000	0.007755	0.000002
878	0.000000	0.007761	0.000002
879	0.000000	0.007747	0.000003
880	0.000000	0.007785	0.000002
881	0.000000	0.007842	0.000002
882	0.000000	0.007723	0.000002
883	0.000000	0.007856	0.000002
884	0.000000	0.007740	0.000002
885	0.000000	0.007590	0.000002
886	0.000000	0.007852	0.000002
887	0.000000	0.007678	0.000002
888	0.000000	0.007927	0.000002
889	0.000000	0.007612	0.000002
890	0.000000	0.007618	0.000002
891	0.000000	0.007633	0.000002
892	0.000000	0.007853	0.000002
893	0.000000	0.009573	0.000003
894	0.000000	0.008993	0.000003
895	0.000000	0.008051	0.000002
896	0.000000	0.007989	0.000002
897	0.000000	0.007995	0.000002
898	0.000000	0.008020	0.000001
899	0.000000	0.007815	0.000002
900	0.000000	0.007793	0.000002
901	0.000000	0.007787	0.000002
902	0.000000	0.007789	0.000002
903	0.000000	0.008062	0.000002
904	0.000000	0.007853	0.000002
905	0.000000	0.007690	0.000001
906	0.000000	0.009636	0.000003
907	0.000000	0.007758	0.000002
908	0.000000	0.007770	0.000002
909	0.000000	0.007816	0.000002
910	0.000000	0.007894	0.000002
911	0.000000	0.008018	0.000002
912	0.000000	0.008399	0.000002
913	0.000000	0.008592	0.000002
914	0.000000	0.007912	0.000002
915	0.000000	0.007956	0.000002
916	0.000000	0.008014	0.000002
917	0.000000	0.007944	0.000002
918	0.000000	0.008047	0.000002
919	0.000000	0.007984	0.000002
920	0.000000	0.008294	0.000002
921	0.000000	0.007931	0.000002
922	0.000000	0.007995	0.000002
923	0.000000	0.008322	0.000002
924	0.000000	0.008047	0.000002
925	0.000000	0.008242	0.000002
926	0.000000	0.008056	0.000002
927	0.000000	0.008537	0.000002
928	0.000000	0.008145	0.000002
929	0.000000	0.008256	0.000003
930	0.000000	0.008305	0.000002
931	0.000000	0.008228	0.000002
932	0.000000	0.008466	0.000002
933	0.000000	0.008221	0.000002
934	0.000000	0.008438	0.000002
935	0.000000	0.008203	0.000002
936	0.000000	0.008239	0.000002
937	0.000000	0.008587	0.000002
938	0.000000	0.008250	0.000002
939	0.000000	0.008202	0.000002
940	0.000000	0.008346	0.000002
941	0.000000	0.008342	0.000002
942	0.000000	0.008288	0.000002
943	0.000000	0.008221	0.000002
944	0.000000	0.008292	0.000002
945	0.000000	0.008266	0.000002
946	0.000000	0.008227	0.000002
947	0.000000	0.008745	0.000002
948	0.000000	0.008305	0.000002
949	0.000000	0.008845	0.000002
950	0.000000	0.008393	0.000002
951	0.000000	0.008563	0.000002
952	0.000000	0.008523	0.000002
953	0.000000	0.008399	0.000002
954	0.000000	0.009815	0.000004
955	0.000000	0.011024	0.000004
956	0.000000	0.008375	0.000002
957	0.000000	0.008244	0.000002
958	0.000000	0.010209	0.000004
959	0.000000	0.011387	0.000002
960	0.000000	0.008700	0.000002
961	0.000000	0.008235	0.000002
962	0.000000	0.008297	0.000002
963	0.000000	0.008554	0.000002
964	0.000000	0.008340	0.000002
965	0.000000	0.008415	0.000002
966	0.000000	0.008385	0.000002
967	0.000000	0.008774	0.000002
968	0.000000	0.008482	0.000002
969	0.000000	0.008509	0.000001
970	0.000000	0.008511	0.000002
971	0.000000	0.008540	0.000002
972	0.000000	0.008903	0.000002
973	0.000000	0.008478	0.000002
974	0.000000	0.008739	0.000002
975	0.000000	0.008560	0.000002
976	0.000000	0.009247	0.000002
977	0.000000	0.008755	0.000002
978	0.000000	0.008715	0.000002
979	0.000000	0.008607	0.000002
980	0.000000	0.008615	0.000002
981	0.000000	0.008731	0.000002
982	0.000000	0.008956	0.000002
983	0.000000	0.008631	0.000002
984	0.000000	0.008574	0.000002
985	0.000000	0.009833	0.000003
986	0.000000	0.008807	0.000002
987	0.000000	0.008578	0.000002
988	0.000000	0.008625	0.000002
989	0.000000	0.008606	0.000002
990	0.000000	0.008662	0.000002
991	0.000000	0.008633	0.000002
992	0.000000	0.008671	0.000002
993	0.000000	0.008629	0.000002
994	0.000000	0.008715	0.000002
995	0.000000	0.008924	0.000002
996	0.000000	0.008710	0.000002
997	0.000000	0.008828	0.000002
998	0.000000	0.008671	0.000002
999	0.000000	0.008991	0.000002
